CO_MUNICIPIO,NO_MUNICIPIO,RGINT,IDEB_MEDIANA_MUNICIPIO,IDEB_MEDIANA_RGINT,ABAIXO_MEDIANA_RGINT
3130655,Indaiabira,Montes Claros,4.8,4.2,False
3130705,Indianópolis,Uberlândia,5.2,4.6,False
3130804,Ingaí,Varginha,4.4,4.5,True
3130903,Inhapim,Ipatinga,4.7,4.7,False
3131000,Inhaúma,Belo Horizonte,4.5,4.4,False
3131109,Inimutaba,Belo Horizonte,3.9,4.4,True
3131158,Ipaba,Ipatinga,4.4,4.7,True
3131208,Ipanema,Juiz de Fora,4.5,4.5,False
3131307,Ipatinga,Ipatinga,4.7,4.7,False
3131406,Ipiaçu,Uberlândia,4.5,4.6,True
3131505,Ipuiúna,Pouso Alegre,4.8,4.8,False
3131604,Iraí de Minas,Uberlândia,4.3,4.6,True
3131703,Itabira,Belo Horizonte,4.6,4.4,False
3131802,Itabirinha,Governador Valadares,4.95,4.6,False
3131901,Itabirito,Belo Horizonte,5.0,4.4,False
3132008,Itacambira,Montes Claros,4.5,4.2,False
3132107,Itacarambi,Montes Claros,4.0,4.2,True
3132206,Itaguara,Divinópolis,5.0,4.7,False
3132305,Itaipé,Teófilo Otoni,4.2,4.2,False
3132404,Itajubá,Pouso Alegre,4.85,4.8,False
3132503,Itamarandiba,Teófilo Otoni,4.4,4.2,False
3132602,Itamarati de Minas,Juiz de Fora,5.1,4.5,False
3132701,Itambacuri,Teófilo Otoni,4.1,4.2,True
3132800,Itambé do Mato Dentro,Belo Horizonte,4.9,4.4,False
3132909,Itamogi,Varginha,4.3,4.5,True
3133006,Itamonte,Pouso Alegre,4.6,4.8,True
3133105,Itanhandu,Pouso Alegre,4.9,4.8,False
3133204,Itanhomi,Governador Valadares,4.949999999999999,4.6,False
3133303,Itaobim,Teófilo Otoni,4.05,4.2,True
3133402,Itapagipe,Uberaba,4.8,4.5,False
3133501,Itapecerica,Divinópolis,4.9,4.7,False
3133600,Itapeva,Pouso Alegre,4.6,4.8,True
3133709,Itatiaiuçu,Divinópolis,4.8,4.7,False
3133758,Itaú de Minas,Varginha,4.5,4.5,False
3133808,Itaúna,Divinópolis,4.7,4.7,False
3133907,Itaverava,Barbacena,4.45,4.8,True
3134004,Itinga,Teófilo Otoni,4.1,4.2,True
3134103,Itueta,Governador Valadares,4.8,4.6,False
3134202,Ituiutaba,Uberlândia,4.55,4.6,True
3134301,Itumirim,Varginha,4.7,4.5,False
3134400,Iturama,Uberaba,4.4,4.5,True
3134509,Itutinga,Varginha,4.5,4.5,False
3134608,Jaboticatubas,Belo Horizonte,4.6,4.4,False
3134707,Jacinto,Teófilo Otoni,4.1,4.2,True
3134806,Jacuí,Varginha,4.5,4.5,False
3134905,Jacutinga,Pouso Alegre,4.6,4.8,True
3135001,Jaguaraçu,Ipatinga,5.0,4.7,False
3135050,Jaíba,Montes Claros,4.3,4.2,False
3135076,Jampruca,Governador Valadares,3.5,4.6,True
3135100,Janaúba,Montes Claros,4.15,4.2,True
3135209,Januária,Montes Claros,4.0,4.2,True
3135308,Japaraíba,Divinópolis,5.2,4.7,False
3135357,Japonvar,Montes Claros,4.15,4.2,True
3135407,Jeceaba,Barbacena,4.9,4.8,False
3135456,Jenipapo de Minas,Teófilo Otoni,4.3,4.2,False
3135506,Jequeri,Juiz de Fora,4.0,4.5,True
3135605,Jequitaí,Montes Claros,4.3,4.2,False
3135704,Jequitibá,Belo Horizonte,4.5,4.4,False
3135803,Jequitinhonha,Teófilo Otoni,3.7,4.2,True
3135902,Jesuânia,Pouso Alegre,5.3,4.8,False
3136009,Joaíma,Teófilo Otoni,4.2,4.2,False
3136108,Joanésia,Ipatinga,4.6,4.7,True
3136207,João Monlevade,Ipatinga,4.6,4.7,True
3136306,João Pinheiro,Patos de Minas,4.1,4.4,True
3136405,Joaquim Felício,Montes Claros,4.9,4.2,False
3136504,Jordânia,Teófilo Otoni,3.7,4.2,True
3136520,José Gonçalves de Minas,Teófilo Otoni,4.7,4.2,False
3136553,José Raydan,Governador Valadares,4.65,4.6,False
3136579,Josenópolis,Montes Claros,4.2,4.2,False
3136603,Nova União,Belo Horizonte,4.65,4.4,False
3136652,Juatuba,Belo Horizonte,4.1,4.4,True
3136702,Juiz de Fora,Juiz de Fora,4.2,4.5,True
3136801,Juramento,Montes Claros,4.2,4.2,False
3136900,Juruaia,Varginha,5.1,4.5,False
3136959,Juvenília,Montes Claros,4.6,4.2,False
3137007,Ladainha,Teófilo Otoni,3.9,4.2,True
3137106,Lagamar,Patos de Minas,4.9,4.4,False
3137205,Lagoa da Prata,Divinópolis,4.9,4.7,False
3137304,Lagoa dos Patos,Montes Claros,4.3,4.2,False
3137403,Lagoa Dourada,Barbacena,5.5,4.8,False
3137502,Lagoa Formosa,Patos de Minas,4.949999999999999,4.4,False
3137536,Lagoa Grande,Patos de Minas,4.8,4.4,False
3137601,Lagoa Santa,Belo Horizonte,4.449999999999999,4.4,False
3137700,Lajinha,Juiz de Fora,4.6,4.5,False
3137809,Lambari,Pouso Alegre,5.0,4.8,False
3137908,Lamim,Barbacena,4.7,4.8,True
3138005,Laranjal,Juiz de Fora,4.8,4.5,False
3138104,Lassance,Montes Claros,3.8,4.2,True
3138203,Lavras,Varginha,4.5,4.5,False
3138302,Leandro Ferreira,Divinópolis,4.2,4.7,True
3138351,Leme do Prado,Teófilo Otoni,5.3,4.2,False
3138401,Leopoldina,Juiz de Fora,4.45,4.5,True
3138500,Liberdade,Juiz de Fora,4.6,4.5,False
3138609,Lima Duarte,Juiz de Fora,4.7,4.5,False
3138625,Limeira do Oeste,Uberaba,4.2,4.5,True
3138658,Lontra,Montes Claros,4.5,4.2,False
3138674,Luisburgo,Juiz de Fora,4.6,4.5,False
3138682,Luislândia,Montes Claros,3.8,4.2,True
3138708,Luminárias,Varginha,5.1,4.5,False
3138807,Luz,Divinópolis,4.2,4.7,True
3138906,Machacalis,Teófilo Otoni,4.1,4.2,True
3139003,Machado,Varginha,4.55,4.5,False
3139102,Madre de Deus de Minas,Barbacena,4.9,4.8,False
3139201,Malacacheta,Teófilo Otoni,4.6,4.2,False
3139250,Mamonas,Montes Claros,4.1,4.2,True
3139300,Manga,Montes Claros,3.9499999999999997,4.2,True
3139409,Manhuaçu,Juiz de Fora,4.4,4.5,True
3139508,Manhumirim,Juiz de Fora,4.8,4.5,False
3139607,Mantena,Governador Valadares,4.8,4.6,False
3139706,Maravilhas,Divinópolis,4.6,4.7,True
3139805,Mar de Espanha,Juiz de Fora,4.5,4.5,False
3139904,Maria da Fé,Pouso Alegre,4.75,4.8,True
3140001,Mariana,Belo Horizonte,4.6,4.4,False
3140100,Marilac,Governador Valadares,5.1,4.6,False
3140159,Mário Campos,Belo Horizonte,4.15,4.4,True
3140209,Maripá de Minas,Juiz de Fora,5.0,4.5,False
3140308,Marliéria,Ipatinga,4.7,4.7,False
3140407,Marmelópolis,Pouso Alegre,5.3,4.8,False
3140506,Martinho Campos,Divinópolis,4.9,4.7,False
3140530,Martins Soares,Juiz de Fora,4.6,4.5,False
3140555,Mata Verde,Teófilo Otoni,4.7,4.2,False
3140605,Materlândia,Governador Valadares,4.2,4.6,True
3140704,Mateus Leme,Belo Horizonte,4.35,4.4,True
3140803,Matias Barbosa,Juiz de Fora,4.6,4.5,False
3140852,Matias Cardoso,Montes Claros,4.0,4.2,True
3140902,Matipó,Juiz de Fora,4.1,4.5,True
3141009,Mato Verde,Montes Claros,4.4,4.2,False
3141108,Matozinhos,Belo Horizonte,4.5,4.4,False
3141207,Matutina,Patos de Minas,4.4,4.4,False
3141306,Medeiros,Divinópolis,4.3,4.7,True
3141405,Medina,Teófilo Otoni,4.1,4.2,True
3141504,Mendes Pimentel,Governador Valadares,4.5,4.6,True
3141603,Mercês,Juiz de Fora,4.4,4.5,True
3141702,Mesquita,Ipatinga,4.8,4.7,False
3141801,Minas Novas,Teófilo Otoni,4.85,4.2,False
3141900,Minduri,Pouso Alegre,4.9,4.8,False
3142007,Mirabela,Montes Claros,3.95,4.2,True
3142106,Miradouro,Juiz de Fora,4.8,4.5,False
3142205,Miraí,Juiz de Fora,4.6,4.5,False
3142254,Miravânia,Montes Claros,3.9,4.2,True
3142304,Moeda,Belo Horizonte,4.6,4.4,False
3142403,Moema,Divinópolis,4.4,4.7,True
3142502,Monjolos,Belo Horizonte,4.4,4.4,False
3142601,Monsenhor Paulo,Varginha,4.3,4.5,True
3142700,Montalvânia,Montes Claros,4.45,4.2,False
3142809,Monte Alegre de Minas,Uberlândia,4.1,4.6,True
3142908,Monte Azul,Montes Claros,4.3,4.2,False
3143005,Monte Belo,Varginha,4.7,4.5,False
3143104,Monte Carmelo,Uberlândia,4.8,4.6,False
3143153,Monte Formoso,Teófilo Otoni,4.0,4.2,True
3143203,Monte Santo de Minas,Varginha,4.7,4.5,False
3143302,Montes Claros,Montes Claros,4.4,4.2,False
3143401,Monte Sião,Pouso Alegre,4.9,4.8,False
3143450,Montezuma,Montes Claros,5.1,4.2,False
3143500,Morada Nova de Minas,Divinópolis,4.9,4.7,False
3143609,Morro da Garça,Belo Horizonte,4.7,4.4,False
3143708,Morro do Pilar,Belo Horizonte,4.2,4.4,True
3143807,Munhoz,Pouso Alegre,5.0,4.8,False
3143906,Muriaé,Juiz de Fora,4.6,4.5,False
3144003,Mutum,Juiz de Fora,4.85,4.5,False
3144102,Muzambinho,Varginha,4.6,4.5,False
3144201,Nacip Raydan,Governador Valadares,5.0,4.6,False
3144300,Nanuque,Teófilo Otoni,4.1,4.2,True
3144359,Naque,Ipatinga,4.0,4.7,True
3144375,Natalândia,Patos de Minas,4.1,4.4,True
3144409,Natércia,Pouso Alegre,5.0,4.8,False
3144508,Nazareno,Barbacena,4.6,4.8,True
3144607,Nepomuceno,Varginha,4.15,4.5,True
3144656,Ninheira,Montes Claros,4.4,4.2,False
3144672,Nova Belém,Governador Valadares,4.5,4.6,True
3144706,Nova Era,Ipatinga,4.2,4.7,True
3144805,Nova Lima,Belo Horizonte,4.5,4.4,False
3144904,Nova Módica,Teófilo Otoni,4.1,4.2,True
3145000,Nova Ponte,Uberaba,5.0,4.5,False
3145059,Nova Porteirinha,Montes Claros,4.199999999999999,4.2,True
3145109,Nova Resende,Varginha,4.95,4.5,False
3145208,Nova Serrana,Divinópolis,4.4,4.7,True
3145307,Novo Cruzeiro,Teófilo Otoni,4.2,4.2,False
3145356,Novo Oriente de Minas,Teófilo Otoni,4.65,4.2,False
3145372,Novorizonte,Montes Claros,4.5,4.2,False
3145406,Olaria,Juiz de Fora,4.7,4.5,False
3145455,Olhos-d'Água,Montes Claros,3.7,4.2,True
3145505,Olímpio Noronha,Pouso Alegre,5.7,4.8,False
3145604,Oliveira,Divinópolis,4.4,4.7,True
3145802,Onça de Pitangui,Divinópolis,4.3,4.7,True
3145851,Oratórios,Juiz de Fora,4.3,4.5,True
3145877,Orizânia,Juiz de Fora,3.9,4.5,True
3145901,Ouro Branco,Barbacena,4.7,4.8,True
3146008,Ouro Fino,Pouso Alegre,4.65,4.8,True
3146107,Ouro Preto,Belo Horizonte,4.7,4.4,False
3146206,Ouro Verde de Minas,Teófilo Otoni,4.3,4.2,False
3146255,Padre Carvalho,Montes Claros,4.1,4.2,True
3146305,Padre Paraíso,Teófilo Otoni,4.1,4.2,True
3146404,Paineiras,Divinópolis,5.1,4.7,False
3146503,Pains,Divinópolis,4.3,4.7,True
3146552,Pai Pedro,Montes Claros,4.5,4.2,False
3146602,Paiva,Juiz de Fora,4.9,4.5,False
3146701,Palma,Juiz de Fora,4.6,4.5,False
3146750,Palmópolis,Teófilo Otoni,3.75,4.2,True
3146909,Papagaios,Divinópolis,4.1,4.7,True
3147006,Paracatu,Patos de Minas,3.9,4.4,True
3147105,Pará de Minas,Divinópolis,4.9,4.7,False
3147204,Paraguaçu,Varginha,4.1,4.5,True
3147303,Paraisópolis,Pouso Alegre,4.55,4.8,True
3147402,Paraopeba,Belo Horizonte,4.35,4.4,True
3147501,Passabém,Belo Horizonte,4.3,4.4,True
3147600,Passa Quatro,Pouso Alegre,4.6,4.8,True
3147709,Passa Tempo,Divinópolis,4.7,4.7,False
3147808,Passa Vinte,Juiz de Fora,5.2,4.5,False
3147907,Passos,Varginha,4.5,4.5,False
3147956,Patis,Montes Claros,4.5,4.2,False
3148004,Patos de Minas,Patos de Minas,5.0,4.4,False
3148103,Patrocínio,Patos de Minas,4.55,4.4,False
3148202,Patrocínio do Muriaé,Juiz de Fora,4.1,4.5,True
3148301,Paula Cândido,Juiz de Fora,4.3,4.5,True
3148400,Paulistas,Governador Valadares,4.4,4.6,True
3148509,Pavão,Teófilo Otoni,3.6500000000000004,4.2,True
3148608,Peçanha,Governador Valadares,4.2,4.6,True
3148707,Pedra Azul,Teófilo Otoni,4.0,4.2,True
3148756,Pedra Bonita,Juiz de Fora,4.1,4.5,True
3148806,Pedra do Anta,Juiz de Fora,5.5,4.5,False
3148905,Pedra do Indaiá,Divinópolis,5.0,4.7,False
3149002,Pedra Dourada,Juiz de Fora,5.3,4.5,False
3149101,Pedralva,Pouso Alegre,4.9,4.8,False
3149150,Pedras de Maria da Cruz,Montes Claros,4.0,4.2,True
3149200,Pedrinópolis,Uberaba,5.3,4.5,False
3149309,Pedro Leopoldo,Belo Horizonte,4.2,4.4,True
3149408,Pedro Teixeira,Juiz de Fora,6.2,4.5,False
3149507,Pequeri,Juiz de Fora,4.6,4.5,False
3149606,Pequi,Divinópolis,4.5,4.7,True
3149705,Perdigão,Divinópolis,4.4,4.7,True
3149804,Perdizes,Uberaba,4.5,4.5,False
3149903,Perdões,Varginha,4.5,4.5,False
3149952,Periquito,Ipatinga,3.7,4.7,True
3150000,Pescador,Teófilo Otoni,3.9,4.2,True
3150109,Piau,Juiz de Fora,5.0,4.5,False
3150158,Piedade de Caratinga,Ipatinga,4.6,4.7,True
3150208,Piedade de Ponte Nova,Juiz de Fora,4.4,4.5,True
3150307,Piedade do Rio Grande,Barbacena,4.2,4.8,True
3150406,Piedade dos Gerais,Divinópolis,5.3,4.7,False
3150505,Pimenta,Divinópolis,4.4,4.7,True
3150539,Pingo-d'Água,Ipatinga,5.3,4.7,False
3150570,Pintópolis,Montes Claros,4.3,4.2,False
3150604,Piracema,Divinópolis,4.7,4.7,False
3150703,Pirajuba,Uberaba,4.6,4.5,False
3150802,Piranga,Barbacena,4.6,4.8,True
3150901,Piranguçu,Pouso Alegre,5.3,4.8,False
3151008,Piranguinho,Pouso Alegre,4.5,4.8,True
3151107,Pirapetinga,Juiz de Fora,4.5,4.5,False
3151206,Pirapora,Montes Claros,4.2,4.2,False
3151305,Piraúba,Juiz de Fora,4.9,4.5,False
3151404,Pitangui,Divinópolis,4.5,4.7,True
3151503,Piumhi,Varginha,4.300000000000001,4.5,True
3151602,Planura,Uberaba,3.8,4.5,True
3151701,Poço Fundo,Varginha,4.8,4.5,False
3151800,Poços de Caldas,Pouso Alegre,4.85,4.8,False
3151909,Pocrane,Juiz de Fora,4.5,4.5,False
3152006,Pompéu,Divinópolis,4.1,4.7,True
3152105,Ponte Nova,Juiz de Fora,4.4,4.5,True
3152131,Ponto Chique,Montes Claros,4.5,4.2,False
3152170,Ponto dos Volantes,Teófilo Otoni,4.0,4.2,True
3152204,Porteirinha,Montes Claros,4.35,4.2,False
3152303,Porto Firme,Juiz de Fora,4.9,4.5,False
3152402,Poté,Teófilo Otoni,4.05,4.2,True
3152501,Pouso Alegre,Pouso Alegre,4.6,4.8,True
3152600,Pouso Alto,Pouso Alegre,4.7,4.8,True
3152709,Prados,Barbacena,5.5,4.8,False
3152808,Prata,Uberlândia,4.3,4.6,True
3152907,Pratápolis,Varginha,4.4,4.5,True
3153004,Pratinha,Uberaba,4.5,4.5,False
3153103,Presidente Bernardes,Juiz de Fora,4.6,4.5,False
3153202,Presidente Juscelino,Belo Horizonte,4.2,4.4,True
3153301,Presidente Kubitschek,Teófilo Otoni,4.1,4.2,True
3153400,Presidente Olegário,Patos de Minas,4.7,4.4,False
3153509,Alto Jequitibá,Juiz de Fora,4.550000000000001,4.5,False
3153608,Prudente de Morais,Belo Horizonte,4.4,4.4,False
3153707,Quartel Geral,Divinópolis,4.5,4.7,True
3153806,Queluzito,Barbacena,4.9,4.8,False
3153905,Raposos,Belo Horizonte,4.7,4.4,False
3154002,Raul Soares,Ipatinga,4.8,4.7,False
3154101,Recreio,Juiz de Fora,4.4,4.5,True
3154150,Reduto,Juiz de Fora,4.5,4.5,False
3154200,Resende Costa,Barbacena,4.6,4.8,True
3154309,Resplendor,Governador Valadares,4.15,4.6,True
3154408,Ressaquinha,Barbacena,5.2,4.8,False
3154457,Riachinho,Patos de Minas,4.15,4.4,True
3154507,Riacho dos Machados,Montes Claros,3.7,4.2,True
3154606,Ribeirão das Neves,Belo Horizonte,4.1,4.4,True
3154705,Ribeirão Vermelho,Varginha,4.3,4.5,True
3154804,Rio Acima,Belo Horizonte,4.2,4.4,True
3154903,Rio Casca,Juiz de Fora,4.4,4.5,True
3155009,Rio Doce,Juiz de Fora,3.8,4.5,True
3155108,Rio do Prado,Teófilo Otoni,4.6,4.2,False
3155207,Rio Espera,Barbacena,4.4,4.8,True
3155306,Rio Manso,Divinópolis,4.7,4.7,False
3155405,Rio Novo,Juiz de Fora,4.0,4.5,True
3155504,Rio Paranaíba,Patos de Minas,4.8,4.4,False
3155603,Rio Pardo de Minas,Montes Claros,4.75,4.2,False
3155702,Rio Piracicaba,Ipatinga,5.3,4.7,False
3155801,Rio Pomba,Juiz de Fora,4.1,4.5,True
3155900,Rio Preto,Juiz de Fora,5.0,4.5,False
3156007,Rio Vermelho,Governador Valadares,4.4,4.6,True
3156106,Ritápolis,Barbacena,5.2,4.8,False
3156205,Rochedo de Minas,Juiz de Fora,6.3,4.5,False
3156304,Rodeiro,Juiz de Fora,4.9,4.5,False
3156403,Romaria,Uberlândia,4.4,4.6,True
3156452,Rosário da Limeira,Juiz de Fora,5.0,4.5,False
3156502,Rubelita,Montes Claros,4.2,4.2,False
3156601,Rubim,Teófilo Otoni,3.9,4.2,True
3156700,Sabará,Belo Horizonte,4.4,4.4,False
3156809,Sabinópolis,Governador Valadares,4.2,4.6,True
3156908,Sacramento,Uberaba,4.7,4.5,False
3157005,Salinas,Montes Claros,4.3,4.2,False
3157104,Salto da Divisa,Teófilo Otoni,3.9,4.2,True
3157203,Santa Bárbara,Belo Horizonte,4.8,4.4,False
3157252,Santa Bárbara do Leste,Ipatinga,5.1,4.7,False
3157278,Santa Bárbara do Monte Verde,Juiz de Fora,6.1,4.5,False
3157302,Santa Bárbara do Tugúrio,Barbacena,4.7,4.8,True
3157336,Santa Cruz de Minas,Barbacena,4.5,4.8,True
3157377,Santa Cruz de Salinas,Montes Claros,4.35,4.2,False
3157401,Santa Cruz do Escalvado,Juiz de Fora,4.8,4.5,False
3157500,Santa Efigênia de Minas,Governador Valadares,4.7,4.6,False
3157609,Santa Fé de Minas,Montes Claros,4.0,4.2,True
3157658,Santa Helena de Minas,Teófilo Otoni,4.4,4.2,False
3157708,Santa Juliana,Uberaba,4.2,4.5,True
3157807,Santa Luzia,Belo Horizonte,4.1,4.4,True
3157906,Santa Margarida,Juiz de Fora,4.65,4.5,False
3158003,Santa Maria de Itabira,Belo Horizonte,4.199999999999999,4.4,True
3158102,Santa Maria do Salto,Teófilo Otoni,3.9,4.2,True
3158201,Santa Maria do Suaçuí,Governador Valadares,4.6,4.6,False
3158300,Santana da Vargem,Varginha,4.8,4.5,False
3158409,Santana de Cataguases,Juiz de Fora,4.2,4.5,True
3158508,Santana de Pirapama,Belo Horizonte,4.9,4.4,False
3158607,Santana do Deserto,Juiz de Fora,5.0,4.5,False
3158706,Santana do Garambéu,Barbacena,4.0,4.8,True
3158805,Santana do Jacaré,Varginha,4.7,4.5,False
3158904,Santana do Manhuaçu,Juiz de Fora,4.05,4.5,True
3158953,Santana do Paraíso,Ipatinga,4.7,4.7,False
3159001,Santana do Riacho,Belo Horizonte,4.3,4.4,True
3159100,Santana dos Montes,Barbacena,4.2,4.8,True
3159209,Santa Rita de Caldas,Pouso Alegre,5.3,4.8,False
3159308,Santa Rita de Jacutinga,Juiz de Fora,4.7,4.5,False
3159357,Santa Rita de Minas,Ipatinga,5.1,4.7,False
3159407,Santa Rita de Ibitipoca,Barbacena,4.3,4.8,True
3159506,Santa Rita do Itueto,Governador Valadares,4.449999999999999,4.6,True
3159605,Santa Rita do Sapucaí,Pouso Alegre,4.7,4.8,True
3159704,Santa Rosa da Serra,Uberaba,5.0,4.5,False
3159803,Santa Vitória,Uberlândia,4.1,4.6,True
3159902,Santo Antônio do Amparo,Varginha,4.0,4.5,True
3160009,Santo Antônio do Aventureiro,Juiz de Fora,4.7,4.5,False
3160108,Santo Antônio do Grama,Juiz de Fora,5.1,4.5,False
3160207,Santo Antônio do Itambé,Teófilo Otoni,3.8,4.2,True
3160306,Santo Antônio do Jacinto,Teófilo Otoni,4.2,4.2,False
3160405,Santo Antônio do Monte,Divinópolis,4.6,4.7,True
3160454,Santo Antônio do Retiro,Montes Claros,4.6,4.2,False
3160504,Santo Antônio do Rio Abaixo,Belo Horizonte,5.9,4.4,False
3160603,Santo Hipólito,Belo Horizonte,4.5,4.4,False
3160702,Santos Dumont,Juiz de Fora,4.2,4.5,True
3160801,São Bento Abade,Varginha,4.5,4.5,False
3160900,São Brás do Suaçuí,Barbacena,5.1,4.8,False
3160959,São Domingos das Dores,Ipatinga,5.0,4.7,False
3161007,São Domingos do Prata,Ipatinga,4.3,4.7,True
3161056,São Félix de Minas,Governador Valadares,4.3,4.6,True
3161106,São Francisco,Montes Claros,4.1,4.2,True
3161205,São Francisco de Paula,Divinópolis,5.0,4.7,False
3161304,São Francisco de Sales,Uberaba,4.5,4.5,False
3161403,São Francisco do Glória,Juiz de Fora,4.9,4.5,False
3161502,São Geraldo,Juiz de Fora,4.6,4.5,False
3161601,São Geraldo da Piedade,Governador Valadares,4.6,4.6,False
3161650,São Geraldo do Baixio,Governador Valadares,4.2,4.6,True
3161700,São Gonçalo do Abaeté,Patos de Minas,4.4,4.4,False
3161809,São Gonçalo do Pará,Divinópolis,4.5,4.7,True
3161908,São Gonçalo do Rio Abaixo,Ipatinga,5.1,4.7,False
3162005,São Gonçalo do Sapucaí,Varginha,4.55,4.5,False
3162104,São Gotardo,Patos de Minas,4.2,4.4,True
3162203,São João Batista do Glória,Varginha,4.3,4.5,True
3162252,São João da Lagoa,Montes Claros,4.3,4.2,False
3162302,São João da Mata,Pouso Alegre,5.3,4.8,False
3162401,São João da Ponte,Montes Claros,4.2,4.2,False
3162450,São João das Missões,Montes Claros,4.3,4.2,False
3162500,São João del Rei,Barbacena,5.2,4.8,False
3162559,São João do Manhuaçu,Juiz de Fora,4.3,4.5,True
3162575,São João do Manteninha,Governador Valadares,4.9,4.6,False
3162609,São João do Oriente,Ipatinga,4.5,4.7,True
3162658,São João do Pacuí,Montes Claros,4.5,4.2,False
3162708,São João do Paraíso,Montes Claros,4.7,4.2,False
3162807,São João Evangelista,Governador Valadares,4.1,4.6,True
3162906,São João Nepomuceno,Juiz de Fora,4.55,4.5,False
3162922,São Joaquim de Bicas,Belo Horizonte,4.65,4.4,False
3162948,São José da Barra,Varginha,4.45,4.5,True
3162955,São José da Lapa,Belo Horizonte,4.949999999999999,4.4,False
3163003,São José da Safira,Governador Valadares,5.0,4.6,False
3163102,São José da Varginha,Divinópolis,3.9,4.7,True
3163201,São José do Alegre,Pouso Alegre,5.1,4.8,False
3163300,São José do Divino,Teófilo Otoni,4.8,4.2,False
3163409,São José do Goiabal,Ipatinga,5.0,4.7,False
